"STATION","NAME","DATE","CDSD","DSND","DSNW","EMNT","EMSD","EMSN","EMXP","EMXT","HDSD","PRCP","SNOW","TAVG","TMAX","TMIN"
"USC00218679","WARROAD, MN US","1958-09","186","0","0","27","0","0.0","0.38","78","443","1.16","0.0","56.8","68.3","45.3"
"USC00218679","WARROAD, MN US","1958-10","186","0","0","20","0","0.0","0.71","72","1027","2.34","0.0","46.1","57.1","35.2"
"USC00218679","WARROAD, MN US","1958-11","186","14","3","-30","10","6.0","1.15","65","2119","2.80","13.5","27.4","35.9","18.8"
"USC00218679","WARROAD, MN US","1958-12","186","31","5","-27","14","2.0","0.12","29","4063","0.56","7.0","2.3","12.6","-8.1"
"USC00218679","WARROAD, MN US","1959-01","0","31","1","-31","14","1.0","0.08","31","6163","0.18","2.0","-2.8","7.6","-13.1"
"USC00218679","WARROAD, MN US","1959-02","0","28","2","-30","15","3.0","0.22","33","7877","0.41","5.0","3.8","16.4","-8.8"
"USC00218679","WARROAD, MN US","1959-03","0","30","1","-15","11","1.2","0.17","53","9151","0.48","2.9","23.9","35.2","12.6"
"USC00218679","WARROAD, MN US","1959-04","0","0","0","18","0","0.0","0.17","67","9956","0.43","0.0","38.2","49.2","27.2"
"USC00218679","WARROAD, MN US","1959-05","14","0","0","26","0","0.0","0.90","85","10373","2.73","0.0","52.0","63.6","40.4"
"USC00218679","WARROAD, MN US","1959-06","102","0","0","37","0","0.0","0.83","91","10465","2.02","0.0","64.8","76.3","53.4"
"USC00218679","WARROAD, MN US","1959-07","240","0","0","46","0","0.0","1.19","93","32","3.43","0.0","68.7","79.9","57.5"
"USC00218679","WARROAD, MN US","1959-08","360","0","0","47","0","0.0","0.81","89","52","4.93","0.0","68.3","79.4","57.2"
"USC00218679","WARROAD, MN US","1959-09","369","0","0","25","0","0.0","0.38","80","338","1.41","0.0","55.7","65.9","45.6"
"USC00218679","WARROAD, MN US","1959-10","369","0","0","16","0","0.0","0.53","69","1148","2.37","0.0","38.2","46.5","29.9"
"USC00218679","WARROAD, MN US","1959-11","369","24","3","-11","3","2.0","0.26","43","2582","0.66","4.5","17.2","26.3","8.1"
"USC00218679","WARROAD, MN US","1959-12","369","31","0","-4","3","0.5","0.32","43","3971","0.59","1.0","20.2","28.6","11.8"
"USC00218679","WARROAD, MN US","1960-01","0","31","3","-24","3","1.0","0.09","41","5751","0.23","3.0","7.6","17.7","-2.5"
"USC00218679","WARROAD, MN US","1960-02","0","29","2","-22","5","2.0","0.15","35","7364","0.28","3.5","9.4","21.1","-2.4"
"USC00218679","WARROAD, MN US","1960-03","0","31","1","-20","5","1.0","0.20","42","8928","0.46","1.5","14.5","26.1","3.0"
"USC00218679","WARROAD, MN US","1960-04","0","10","3","5","5","4.0","0.52","67","9767","1.61","8.0","37.1","47.0","27.1"
"USC00218679","WARROAD, MN US","1960-05","6","0","0","19","0","0.0","0.57","83","10181","1.56","0.0","51.8","65.1","38.6"
"USC00218679","WARROAD, MN US","1960-06","33","0","0","32","0","0.0","1.15","84","10352","3.59","0.0","60.2","71.9","48.4"
"USC00218679","WARROAD, MN US","1960-07","143","0","0","38","0","0.0","0.90","88","56","2.26","0.0","66.7","79.7","53.8"
"USC00218679","WARROAD, MN US","1960-08","236","0","0","40","0","0.0","0.60","89","95","2.16","0.0","66.7","78.6","54.9"
"USC00218679","WARROAD, MN US","1960-09","277","0","0","26","0","0.0","0.34","87","394","1.34","0.0","56.4","69.0","43.8"
"USC00218679","WARROAD, MN US","1960-10","277","0","0","18","0","0.0","0.77","80","979","1.95","0.0","44.8","57.3","32.4"
"USC00218679","WARROAD, MN US","1960-11","277","7","4","-7","5","3.0","0.37","52","2095","0.81","7.9","27.8","36.6","18.9"
"USC00218679","WARROAD, MN US","1960-12","277","31","3","-28","8","1.0","0.65","33","3933","1.10","3.0","5.7","17.0","-5.5"
"USC00218679","WARROAD, MN US","1961-01","0","31","1","-38","9","1.5","0.32","37","5921","0.38","2.0","0.9","12.6","-10.9"
"USC00218679","WARROAD, MN US","1961-02","0","28","4","-24","9","2.0","0.12","40","7308","0.41","5.0","15.5","27.1","3.9"
"USC00218679","WARROAD, MN US","1961-03","0","24","0","-4","7","0.5","0.16","53","8467","0.35","1.0","27.6","38.6","16.6"
"USC00218679","WARROAD, MN US","1961-04","0","5","4","1","4","3.0","0.33","60","9403","1.50","5.9","33.8","44.6","23.0"
"USC00218679","WARROAD, MN US","1961-05","11","0","0","22","0","0.0","0.32","83","9847","0.40","0.0","51.0","64.1","38.0"
"USC00218679","WARROAD, MN US","1961-06","108","0","0","34","0","0.0","0.53","93","9931","0.89","0.0","65.4","79.4","51.4"
"USC00218679","WARROAD, MN US","1961-07","214","0","0","42","0","0.0","0.50","90","24","1.54","0.0","67.8","80.0","55.6"
"USC00218679","WARROAD, MN US","1961-08","374","0","0","32","0","0.0","0.80","94","50","1.24","0.0","69.3","84.6","54.0"
"USC00218679","WARROAD, MN US","1961-09","390","0","0","20","0","0.0","1.99","84","372","6.24","0.0","54.8","65.3","44.4"
"USC00218679","WARROAD, MN US","1961-10","394","0","0","18","0","0.0","0.52","86","980","1.15","0.0","45.5","56.4","34.6"
"USC00218679","WARROAD, MN US","1961-11","394","18","3","1","3","3.0","0.40","56","2113","0.63","6.0","27.2","34.9","19.6"
"USC00218679","WARROAD, MN US","1961-12","394","31","4","-24","6","3.0","0.22","35","3865","0.75","9.0","8.5","16.8","0.2"
"USC00218679","WARROAD, MN US","1962-01","0","31","8","-37","14","3.0","0.28","34","5919","0.99","10.4","-1.2","9.5","-12.0"
"USC00218679","WARROAD, MN US","1962-02","0","28","3","-37","20","4.0","0.35","38","7693","1.11","10.6","1.6","13.4","-10.1"
"USC00218679","WARROAD, MN US","1962-03","0","30","3","-33","22","3.0","0.36","45","8996","1.19","7.0","22.9","34.0","11.9"
"USC00218679","WARROAD, MN US","1962-04","0","20","2","5","12","2.0","0.30","75","9897","0.61","3.0","35.0","46.7","23.3"
"USC00218679","WARROAD, MN US","1962-05","0","0","0","27","0","0.0","0.98","78","10317","5.56","0.0","51.4","61.8","41.0"
"USC00218679","WARROAD, MN US","1962-06","42","0","0","39","0","0.0","1.80","86","10409","3.51","0.0","63.4","72.9","53.9"
"USC00218679","WARROAD, MN US","1962-07","92","0","0","43","0","0.0","1.04","83","34","4.35","0.0","65.5","76.3","54.6"
"USC00218679","WARROAD, MN US","1962-08",,"0","0",,"0","0.0","1.22","87",,"4.93","0.0",,"78.0",
"USC00218679","WARROAD, MN US","1962-09",,"0","0","30","0","0.0","0.57","82",,"2.04","0.0","54.1","65.6","42.6"
"USC00218679","WARROAD, MN US","1962-10",,"0","0","11","0","0.0","0.11","78",,"0.34","0.0","47.0","59.0","35.0"
"USC00218679","WARROAD, MN US","1962-11",,,,"11",,,"0.62","51",,"0.96",,"31.3","39.1","23.5"
"USC00218679","WARROAD, MN US","1962-12",,,"1","-24",,"4.0","0.32","50",,"0.40","4.0","11.4","22.9","-0.1"
"USC00218679","WARROAD, MN US","1963-01","0",,"0","-42",,"0.0","0.10","38",,"0.24","0.0","-4.2","6.6","-15.1"
"USC00218679","WARROAD, MN US","1963-02","0",,,"-31",,,"0.17","44",,"0.55",,"2.5","17.0","-12.0"
"USC00218679","WARROAD, MN US","1963-03","0",,,"-12",,,"0.05","73",,"0.19",,"26.3","41.0","11.5"
"USC00218679","WARROAD, MN US","1963-04","0","1","0","5","6","0.0","1.17","74",,"3.07","0.0","38.7","51.7","25.7"
"USC00218679","WARROAD, MN US","1963-05","4","0","0","25","0","0.0","0.53","82",,"1.76","0.0","51.6","64.7","38.5"
"USC00218679","WARROAD, MN US","1963-06","103","0","0","37","0","0.0","1.72","89",,"6.28","0.0","65.1","76.9","53.4"
"USC00218679","WARROAD, MN US","1963-07","258","0","0","44","0","0.0","0.70","96","18","3.06","0.0","69.7","81.9","57.4"
"USC00218679","WARROAD, MN US","1963-08","341","0","0","43","0","0.0","0.87","88","70","1.19","0.0","66.0","79.2","52.8"
"USC00218679","WARROAD, MN US","1963-10",,"0","0","22","0","0.0","0.06","83",,"0.12","0.0","54.5","69.0","40.0"
"USC00218679","WARROAD, MN US","1963-11",,"9","2","2","3","2.0","0.20","57",,"0.56","4.5","31.8","41.7","21.8"
"USC00218679","WARROAD, MN US","1963-12",,"31","3","-36","11","4.0","0.40","37",,"1.04","10.1","3.0","12.9","-7.0"
"USC00218679","WARROAD, MN US","1964-01","0","31","1","-33","16","5.0","0.05","39",,"0.11","5.5","9.9","21.7","-1.8"
"USC00218679","WARROAD, MN US","1964-02","0","29","1","-26","16","1.0","0.06","41",,"0.06","1.0","10.8","25.3","-3.6"
"USC00218679","WARROAD, MN US","1964-03","0","31","4","-22","15","4.0","0.34","48",,"0.61","10.0","14.7","28.9","0.6"
"USC00218679","WARROAD, MN US","1964-04","0","14","3","9","12","4.0","1.44","72",,"3.76","8.0","38.1","51.1","25.1"
"USC00218679","WARROAD, MN US","1964-05","10","0","0","26","0","0.0","0.88","94",,"2.42","0.0","54.3","69.4","39.1"
"USC00218679","WARROAD, MN US","1964-06","70","0","0","28","0","0.0","1.70","92",,"6.02","0.0","60.7","72.4","49.1"
"USC00218679","WARROAD, MN US","1964-07","201","0","0","43","0","0.0","1.20","90","15","3.26","0.0","68.7","80.5","56.9"
"USC00218679","WARROAD, MN US","1964-08","255","0","0","32","0","0.0","0.92","90","212","2.93","0.0","60.0","72.0","48.0"
"USC00218679","WARROAD, MN US","1964-09","259","0","0","23","0","0.0","2.20","80","582","4.90","0.0","52.2","64.6","39.8"
"USC00218679","WARROAD, MN US","1964-10","259","0","0","20","0","0.0","0.53","77","1231","0.76","0.0","43.3","55.1","31.4"
"USC00218679","WARROAD, MN US","1964-11","259","4","2","-27","4","3.0","0.41","57","2273","1.08","4.0","26.1","35.2","16.9"
"USC00218679","WARROAD, MN US","1964-12","259","30","5","-33","16","3.0","0.14","33","4241","0.81","12.0","1.5","12.7","-9.6"
"USC00218679","WARROAD, MN US","1965-01","0","31","0","-45","16","0.0","0.00","32","6268","0.00","0.0","-4.8","9.2","-18.9"
"USC00218679","WARROAD, MN US","1965-02","0","28","2","-32","17","1.0","0.10","38","8003","0.25","2.0","3.1","17.4","-11.3"
"USC00218679","WARROAD, MN US","1965-03","0","31","7","-26","19","5.0","0.20","40","9693","0.79","13.5","10.5","24.5","-3.5"
"USC00218679","WARROAD, MN US","1965-04","0","12","1","20","18","5.0","0.83","75","10501","1.45","5.5","38.1","47.2","28.9"
"USC00218679","WARROAD, MN US","1965-05","2","0","0","28","0","0.0","0.90","81","10879","2.67","0.0","52.6","65.3","40.0"
"USC00218679","WARROAD, MN US","1965-06","30","0","0","40","0","0.0","1.62","82","10990","4.33","0.0","62.1","73.5","50.6"
"USC00218679","WARROAD, MN US","1965-07","75","0","0","45","0","0.0","0.85","81","46","3.04","0.0","65.0","75.5","54.5"
"USC00218679","WARROAD, MN US","1965-08","164","0","0","34","0","0.0","0.34","93","146","1.13","0.0","64.6","76.7","52.5"
"USC00218679","WARROAD, MN US","1965-09","164","0","0","18","0","0.0","1.19","71","661","4.80","0.0","47.4","56.7","38.2"
"USC00218679","WARROAD, MN US","1965-10",,"0","0",,"0","0.0","0.60","69",,"1.49","0.0",,"56.8",
"USC00218679","WARROAD, MN US","1965-11",,"23","10","-9","23","8.0","0.64","59",,"2.18","28.5","21.1","31.7","10.5"
"USC00218679","WARROAD, MN US","1965-12",,"31","5","-20","23","4.0","0.28","40",,"0.84","11.0","16.0","26.6","5.4"
"USC00218679","WARROAD, MN US","1966-01","0","31","2","-45","22","1.0","0.10","23",,"0.15","2.0","-11.5","1.9","-24.8"
"USC00218679","WARROAD, MN US","1966-02","0","28","2","-48","23","2.0","0.25","37",,"0.40","3.0","1.9","18.3","-14.5"
"USC00218679","WARROAD, MN US","1966-03","0","31","5","-21","40","10.0","1.00","48",,"1.95","22.0","24.5","34.9","14.1"
"USC00218679","WARROAD, MN US","1966-04","0","22","5","14","9","4.0","0.20","59",,"0.92","12.0","33.0","43.3","22.8"
"USC00218679","WARROAD, MN US","1966-05","6","1","1","15","1","3.0","0.77","82",,"1.72","3.0","46.7","57.8","35.6"
"USC00218679","WARROAD, MN US","1966-06","97","0","0","39","0","0.0","0.82","92",,"3.54","0.0","64.3","75.1","53.6"
"USC00218679","WARROAD, MN US","1966-07","259","0","0","50","0","0.0","1.04","91","4","3.70","0.0","70.4","81.3","59.4"
"USC00218679","WARROAD, MN US","1966-08","336","0","0","46","0","0.0","0.99","88","77","3.95","0.0","65.1","75.9","54.3"
"USC00218679","WARROAD, MN US","1966-09","365","0","0","31","0","0.0","0.44","85","319","1.24","0.0","57.9","70.2","45.5"
"USC00218679","WARROAD, MN US","1966-10","365","0","0","15","0","0.0","0.20","74","926","0.82","0.0","43.4","54.2","32.6"
"USC00218679","WARROAD, MN US","1966-11","365","23","4","-10","5","4.0","0.38","43","2279","0.81","7.0","19.9","29.1","10.7"
"USC00218679","WARROAD, MN US","1966-12","365","31","5","-25","15","4.0","0.27","33","3965","0.82","14.0","8.4","18.8","-1.9"
"USC00218679","WARROAD, MN US","1967-01","0","31","8","-35","30","3.0","0.20","34","5826","0.98","14.9","4.9","15.8","-5.9"
"USC00218679","WARROAD, MN US","1967-02","0","28","3","-41","31","2.0","0.16","34","7443","0.43","5.0","0.1","14.6","-14.3"
"USC00218679","WARROAD, MN US","1967-03","0","29","2","-27","26","4.0","0.58","72","8722","0.87","5.0","21.2","33.8","8.6"
"USC00218679","WARROAD, MN US","1967-04","0","2","2","0","2","4.0","1.40","62","9563","3.59","7.0","35.7","45.9","25.6"
"USC00218679","WARROAD, MN US","1967-05","1","2","1","14","2","2.0","0.21","77","10089","0.76","2.0","46.2","58.0","34.4"
"USC00218679","WARROAD, MN US","1967-06","22","0","0","34","0","0.0","0.82","85","10210","3.09","0.0","61.5","72.6","50.3"
"USC00218679","WARROAD, MN US","1967-07","128","0","0","40","0","0.0","2.06","91","44","3.41","0.0","67.1","79.8","54.3"
"USC00218679","WARROAD, MN US","1967-08","230","0","0","43","0","0.0","0.60","92","133","1.09","0.0","65.4","78.1","52.7"
"USC00218679","WARROAD, MN US","1967-09","261","0","0","22","0","0.0","0.15","83","315","0.28","0.0","60.0","72.4","47.6"
"USC00218679","WARROAD, MN US","1967-10","261","0","1","17","0","1.0","0.23","76","983","0.87","1.0","42.8","52.3","33.4"
"USC00218679","WARROAD, MN US","1967-11","261","10","2","-8","2","1.0","0.12","55","2143","0.30","2.0","26.3","34.0","18.7"
"USC00218679","WARROAD, MN US","1967-12","261","24","4","-40","12","8.0","0.26","42","3798","0.89","12.0","11.6","20.4","2.8"
"USC00218679","WARROAD, MN US","1968-01","0","31","5","-44","16","3.0","0.20","40","5732","0.73","9.0","2.6","13.9","-8.8"
"USC00218679","WARROAD, MN US","1968-02","0","29","2","-28","19","2.0","0.18","37","7461","0.33","4.0","3.8","16.2","-8.6"
"USC00218679","WARROAD, MN US","1968-03","0","28","5","-15","19","3.0","0.61","58","8558","1.43","9.0","28.1","40.1","16.0"
"USC00218679","WARROAD, MN US","1968-04","0","1","3","12","1","4.0","0.36","76","9303","1.32","8.0","40.2","51.6","28.8"
"USC00218679","WARROAD, MN US","1968-05","0","0","0","22","0","0.0","0.34","76","9733","1.78","0.0","50.1","59.9","40.4"
"USC00218679","WARROAD, MN US","1968-06","12","0","0","40","0","0.0","1.67","84","9875","6.17","0.0","60.7","70.1","51.3"
"USC00218679","WARROAD, MN US","1968-07","105","0","0","42","0","0.0","1.13","88","71","3.85","0.0","65.7","76.5","54.9"
"USC00218679","WARROAD, MN US","1968-08","149","0","0","39","0","0.0","1.96","85","171","5.94","0.0","63.0","72.3","53.7"
"USC00218679","WARROAD, MN US","1968-09","167","0","0","35","0","0.0","0.73","84","413","1.89","0.0","57.5","67.1","47.9"
"USC00218679","WARROAD, MN US","1968-10","167","0","0","23","0","0.0","1.00","73","1032","2.89","0.0","44.4","54.0","34.8"
"USC00218679","WARROAD, MN US","1968-11","167","14","4","3","5","4.0","0.10","47","2115","0.37","7.0","28.9","35.7","22.1"
"USC00218679","WARROAD, MN US","1968-12","167","29","3","-27","6","2.0","0.07","42","3844","0.14","4.0","9.2","17.4","1.1"
"USC00218679","WARROAD, MN US","1969-01","0","31","12","-37","40","6.0","0.25","28","5902","1.68","33.9","-1.4","8.9","-11.7"
"USC00218679","WARROAD, MN US","1969-02","0","28","1","-29","41","1.0","0.20","36","7337","0.42","1.0","9.7","21.9","-2.5"
"USC00218679","WARROAD, MN US","1969-03","0","31","0","-15","32","0.0","0.00","46","8811","0.00","0.0","17.4","30.9","3.9"
"USC00218679","WARROAD, MN US","1969-04","0","8","0","6","10","0.0","0.48","68","9495","1.09","0.0","42.2","54.5","29.9"
"USC00218679","WARROAD, MN US","1969-05","16","0","0","25","0","0.0","1.04","83","9902","2.46","0.0","52.4","65.0","39.8"
"USC00218679","WARROAD, MN US","1969-06","21","0","0","32","0","0.0","0.78","77","10178","2.18","0.0","55.9","67.0","44.9"
"USC00218679","WARROAD, MN US","1969-07","115","0","0","41","0","0.0","0.73","93","56","3.14","0.0","66.2","77.2","55.3"
"USC00218679","WARROAD, MN US","1969-08","298","0","0","48","0","0.0","1.18","89","70","3.97","0.0","70.4","82.2","58.7"
"USC00218679","WARROAD, MN US","1969-09","326","0","0","31","0","0.0","0.71","84","331","1.72","0.0","57.1","67.4","46.7"
"USC00218679","WARROAD, MN US","1969-10","326","2","1","13","1","1.2","0.58","60","1176","1.96","1.2","37.7","45.1","30.3"
"USC00218679","WARROAD, MN US","1969-11","326","1","1","-2","2","1.5","0.07","62","2273","0.11","1.8","28.4","37.3","19.5"
"USC00218679","WARROAD, MN US","1969-12","326","27","7","-24","10","2.8","0.16","50","3787","0.56","12.4","14.6","23.2","6.0"
"USC00218679","WARROAD, MN US","1970-01","0","31","5","-38","17","3.2","0.23","28","5835","0.61","12.4","-1.0","9.5","-11.6"
"USC00218679","WARROAD, MN US","1970-02","0","28","2","-36","17","1.3","0.07","41","7521","0.29","5.2","4.8","18.9","-9.3"
"USC00218679","WARROAD, MN US","1970-03","0","31","3","-19","21","5.2","0.92","46","9107","1.11","8.5","13.8","29.5","-1.8"
"USC00218679","WARROAD, MN US","1970-04","0","18","3","-5","18","3.6","1.25","60","9928","2.24","8.8","34.6","43.9","25.4"
"USC00218679","WARROAD, MN US","1970-05","1","0","0","25","0","0.5","0.79","83","10487","3.77","0.6","47.0","56.7","37.3"
"USC00218679","WARROAD, MN US","1970-06","90","0","0","42","0","0.0","2.23","90","10553","3.53","0.0","65.8","76.5","55.1"
"USC00218679","WARROAD, MN US","1970-07","274","0","0","48","0","0.0","1.70","88","11","2.78","0.0","70.6","81.8","59.3"
"USC00218679","WARROAD, MN US","1970-08","367","0","0","40","0","0.0","0.78","90","71","1.41","0.0","66.3","79.3","53.3"
"USC00218679","WARROAD, MN US","1970-09","416","0","0","28","0","0.0","2.58","89","340","3.75","0.0","57.1","68.1","46.1"
"USC00218679","WARROAD, MN US","1970-10","416",,,"20",,,"0.45","81","851","2.13",,"45.5","55.8","35.2"
"USC00218679","WARROAD, MN US","1970-11","416","9","2","-9","5","3.0","0.18","50","2046","0.46","5.0","25.2","33.2","17.1"
"USC00218679","WARROAD, MN US","1970-12","416","31","6","-31","13","5.0","0.17","35","3948","0.89","15.0","3.6","15.4","-8.1"
"USC00218679","WARROAD, MN US","1971-01","0","30","2","-37","17","6.0","0.13","31","6111","0.39","10.6","-7.1","4.5","-18.8"
"USC00218679","WARROAD, MN US","1971-02","0","27","0","-29","18","0.5","0.07","49","7610","0.13","1.0","9.5","21.5","-2.6"
"USC00218679","WARROAD, MN US","1971-03","0","31","2","-13","12","3.0","0.31","45","8955","0.72","7.0","21.6","32.4","10.8"
"USC00218679","WARROAD, MN US","1971-04","0","0","0","2","0","0.0","0.40","69","9698","0.85","0.0","38.6","50.7","26.5"
"USC00218679","WARROAD, MN US","1971-05","0","0","0","27","0","0.0","0.51","82","10132","1.74","0.0","50.7","63.2","38.2"
"USC00218679","WARROAD, MN US","1971-06","42","0","0","38","0","0.0","1.27","86","10195","4.12","0.0","64.3","74.8","53.8"
"USC00218679","WARROAD, MN US","1971-07","60","0","0","44","0","0.0","0.64","80","91","2.60","0.0","62.7","73.2","52.1"
"USC00218679","WARROAD, MN US","1971-08","162","0","0","41","0","0.0","0.26","92","153","0.51","0.0","66.3","77.8","54.7"
"USC00218679","WARROAD, MN US","1971-09","205","0","0","26","0","0.0","1.03","86","439","2.51","0.0","56.9","68.1","45.7"
"USC00218679","WARROAD, MN US","1971-10","205","0","0","19","0","0.0","1.17","65","1038","4.18","0.0","45.7","54.4","36.9"
"USC00218679","WARROAD, MN US","1971-11","205","26",,"-3","4",,"0.16","47","2247","0.44",,"24.7","31.4","18.0"
"USC00218679","WARROAD, MN US","1971-12","205","31",,"-20","8",,"0.11","33","4030","0.35",,"7.5","17.6","-2.6"
"USC00218679","WARROAD, MN US","1972-01","0","31",,"-42","14",,"0.19","39","6122","0.52",,"-4.3","8.4","-17.0"
"USC00218679","WARROAD, MN US","1972-02","0","29",,"-36","17",,"0.23","34","7855","0.46",,"0.8","13.3","-11.7"
"USC00218679","WARROAD, MN US","1972-03","0","31",,"-30","18",,"0.14","50","9287","0.40",,"18.8","30.0","7.6"
"USC00218679","WARROAD, MN US","1972-04","0","14",,"2","5",,"0.34","65","10171","0.76",,"35.5","45.3","25.8"
"USC00218679","WARROAD, MN US","1972-05","56","0","0","24","0","0.0","0.44","89","10454","1.82","0.0","57.7","69.7","45.8"
"USC00218679","WARROAD, MN US","1972-06","103","0","0","36","0","0.0","2.70","87","10568","3.63","0.0","62.5","75.3","49.8"
"USC00218679","WARROAD, MN US","1972-07","132","0","0","40","0","0.0","0.27","90","87","0.69","0.0","63.0","74.7","51.4"
"USC00218679","WARROAD, MN US","1972-08","223","0","0","36","0","0.0","0.71","92","172","1.50","0.0","65.4","77.6","53.3"
"USC00218679","WARROAD, MN US","1972-09","229","0","0","28","0","0.0","2.33","79","547","4.33","0.0","52.7","64.2","41.2"
"USC00218679","WARROAD, MN US","1972-10","229","0","1","12","0","4.0","0.47","72","1272","1.05","4.0","41.6","51.8","31.4"
"USC00218679","WARROAD, MN US","1972-11","229","0","0","-6","0","0.0","0.18","47","2395","0.39","0.0","26.1","32.5","19.7"
"USC00218679","WARROAD, MN US","1972-12","229",,,"-27",,,"0.26","27","4216","0.41",,"4.1","13.8","-5.6"
"USC00218679","WARROAD, MN US","1973-01","0","31","1","-40","11","1.0","0.12","44","5832","0.23","1.0","10.6","22.4","-1.2"
"USC00218679","WARROAD, MN US","1973-02","0","28","2","-33","10","1.0","0.11","44","7320","0.21","2.0","11.9","24.1","-0.4"
"USC00218679","WARROAD, MN US","1973-03","0","14","1","9","6","1.0","0.25","58","8298","0.59","1.0","33.5","42.4","24.5"
"USC00218679","WARROAD, MN US","1973-04","0","0","0","10","0","0.1","1.05","74","9102","1.09","0.1","38.2","50.0","26.4"
"USC00218679","WARROAD, MN US","1973-05","0","0","0","25","0","0.0","0.60","79","9493","1.71","0.0","52.4","64.2","40.6"
"USC00218679","WARROAD, MN US","1973-06","49","0","0","40","0","0.0","0.63","86","9607","2.62","0.0","62.9","74.8","50.9"
"USC00218679","WARROAD, MN US","1973-07","111","0","0","43","0","0.0","1.70","87","55","4.94","0.0","65.2","77.2","53.1"
"USC00218679","WARROAD, MN US","1973-08","242","0","0","43","0","0.0","0.93","87","78","2.73","0.0","68.5","79.1","57.8"
"USC00218679","WARROAD, MN US","1973-09","248","0","0","24","0","0.0","1.53","78","402","6.17","0.0","54.4","65.6","43.1"
"USC00218679","WARROAD, MN US","1973-10","248","0","0","25","0","0.0","0.61","74","875","2.04","0.0","49.7","60.0","39.4"
"USC00218679","WARROAD, MN US","1973-11","248","16",,"0","2",,"0.14","50","2107","0.54",,"23.9","31.9","16.0"
"USC00218679","WARROAD, MN US","1973-12","248",,,"-33",,,"0.22","35","3671","0.61",,"10.4","19.3","1.5"
"USC00218679","WARROAD, MN US","1974-01","0",,"4","-37",,"2.0","0.31","31","5694","0.79","6.5","-0.3","11.2","-11.8"
"USC00218679","WARROAD, MN US","1974-02","0",,"1","-34",,"2.0","0.06","40","7329","0.21","2.0","6.6","21.0","-7.8"
