,Name,Date,Total Monthly Precipitation,Total Montly Snowfall (mm),Avg Monthly Temp,Monthly Mean Max Temp,Monthly Mean Min Temp
2668,"HALLOCK, MN US",1989-02,0.80,,-3.2,8.1,-14.6
2669,"HALLOCK, MN US",1989-03,1.20,,13.8,22.3,5.2
2670,"HALLOCK, MN US",1989-04,0.36,0.0,34.7,45.6,23.8
2671,"HALLOCK, MN US",1989-05,3.15,0.0,57.6,70.5,44.7
2672,"HALLOCK, MN US",1989-06,2.96,0.0,62.5,74.4,50.5
2673,"HALLOCK, MN US",1989-07,0.68,0.0,72.6,85.2,60.1
2674,"HALLOCK, MN US",1989-08,3.63,0.0,68.6,81.4,55.7
2675,"HALLOCK, MN US",1989-09,1.06,0.0,56.3,70.3,42.3
2676,"HALLOCK, MN US",1989-10,0.34,0.0,43.1,57.0,29.2
2677,"HALLOCK, MN US",1989-11,1.07,,18.8,27.4,10.1
2678,"HALLOCK, MN US",1989-12,0.43,0.0,-0.1,9.0,-9.2
2679,"HALLOCK, MN US",1990-01,0.75,,13.6,22.6,4.7
2680,"HALLOCK, MN US",1990-02,0.41,,7.8,18.2,-2.6
2681,"HALLOCK, MN US",1990-03,1.82,,26.4,34.8,18.0
2682,"HALLOCK, MN US",1990-04,1.03,0.0,40.1,51.2,28.9
2683,"HALLOCK, MN US",1990-05,0.86,0.0,52.6,65.3,40.0
2684,"HALLOCK, MN US",1990-06,4.59,0.0,65.0,76.0,54.0
2685,"HALLOCK, MN US",1990-07,1.59,0.0,67.6,79.3,55.8
2686,"HALLOCK, MN US",1990-08,2.15,0.0,68.5,82.2,54.8
2687,"HALLOCK, MN US",1990-09,0.78,0.0,58.5,72.5,44.5
2688,"HALLOCK, MN US",1990-10,0.32,0.0,41.6,55.0,28.1
2689,"HALLOCK, MN US",1990-11,0.20,0.0,26.7,37.1,16.2
2690,"HALLOCK, MN US",1990-12,0.50,,5.6,16.0,-4.9
2691,"HALLOCK, MN US",1991-01,0.43,,-1.6,9.3,-12.5
2692,"HALLOCK, MN US",1991-02,0.17,0.0,14.8,24.3,5.2
2693,"HALLOCK, MN US",1991-03,0.39,0.0,25.4,35.4,15.5
2694,"HALLOCK, MN US",1991-04,2.43,0.0,45.7,57.6,33.8
2695,"HALLOCK, MN US",1991-05,3.41,0.0,58.7,69.1,48.3
2696,"HALLOCK, MN US",1991-06,4.11,0.0,68.3,79.2,57.4
2697,"HALLOCK, MN US",1991-07,5.28,0.0,68.6,78.7,58.4
2698,"HALLOCK, MN US",1991-08,1.62,0.0,71.0,84.6,57.4
2699,"HALLOCK, MN US",1991-09,6.07,0.0,55.4,66.3,44.5
2700,"HALLOCK, MN US",1991-10,3.39,0.0,37.0,46.4,27.5
2701,"HALLOCK, MN US",1991-11,0.91,,17.9,25.0,10.9
2702,"HALLOCK, MN US",1991-12,1.08,,12.5,21.0,4.0
2703,"HALLOCK, MN US",1992-01,0.36,,11.7,20.0,3.3
2704,"HALLOCK, MN US",1992-02,0.53,,14.6,23.5,5.7
2705,"HALLOCK, MN US",1992-03,0.78,,26.1,34.0,18.3
2706,"HALLOCK, MN US",1992-04,1.16,0.0,36.7,44.5,29.0
2707,"HALLOCK, MN US",1992-05,1.66,0.0,56.4,69.2,43.5
2708,"HALLOCK, MN US",1992-06,3.55,0.0,61.0,71.3,50.7
2709,"HALLOCK, MN US",1992-07,1.81,0.0,61.1,70.6,51.5
2710,"HALLOCK, MN US",1992-08,1.74,0.0,62.6,74.7,50.5
2711,"HALLOCK, MN US",1992-09,1.92,0.0,52.3,64.7,39.9
2712,"HALLOCK, MN US",1992-10,0.13,0.0,42.0,55.1,28.9
2713,"HALLOCK, MN US",1992-11,0.89,0.0,24.3,29.1,19.5
2714,"HALLOCK, MN US",1992-12,0.72,,5.6,14.3,-3.0
2715,"HALLOCK, MN US",1993-01,0.62,,-1.0,9.6,-11.5
2716,"HALLOCK, MN US",1993-02,0.00,,4.5,15.1,-6.0
2717,"HALLOCK, MN US",1993-03,0.17,0.0,22.6,32.1,13.1
2718,"HALLOCK, MN US",1993-04,0.50,0.0,41.8,53.5,30.1
2719,"HALLOCK, MN US",1993-05,1.02,0.0,53.6,66.6,40.7
2720,"HALLOCK, MN US",1993-06,4.99,0.0,60.7,71.4,49.9
2721,"HALLOCK, MN US",1993-07,5.73,0.0,63.5,72.9,54.1
2722,"HALLOCK, MN US",1993-09,0.50,0.0,,62.8,
2723,"HALLOCK, MN US",1993-10,0.85,0.0,,50.0,
2724,"HALLOCK, MN US",1993-11,0.46,,,30.8,
2725,"HALLOCK, MN US",1993-12,0.76,,,17.4,
2726,"HALLOCK, MN US",1994-01,0.58,,,-1.5,
2727,"HALLOCK, MN US",1994-02,0.29,,,9.5,
2728,"HALLOCK, MN US",1994-03,0.25,,,35.7,
2729,"HALLOCK, MN US",1994-04,0.31,,,52.6,
2730,"HALLOCK, MN US",1994-05,2.82,0.0,,69.5,
2731,"HALLOCK, MN US",1994-06,3.82,0.0,64.1,75.6,52.6
2732,"HALLOCK, MN US",1994-07,4.90,0.0,,75.6,
2733,"HALLOCK, MN US",1994-08,1.87,0.0,,76.5,
2734,"HALLOCK, MN US",1994-09,3.29,0.0,,71.7,
2735,"HALLOCK, MN US",1994-10,2.28,0.0,47.5,55.8,39.3
2736,"HALLOCK, MN US",1994-11,2.28,,,38.2,
2737,"HALLOCK, MN US",1994-12,0.66,0.0,,22.4,
2738,"HALLOCK, MN US",1995-01,0.38,,,12.3,
2739,"HALLOCK, MN US",1995-02,0.52,,4.8,15.5,-5.9
2740,"HALLOCK, MN US",1995-03,0.93,,,31.0,
2741,"HALLOCK, MN US",1995-04,0.26,0.0,,44.3,
2742,"HALLOCK, MN US",1995-05,2.22,0.0,,63.9,
2743,"HALLOCK, MN US",1995-06,1.52,0.0,69.6,81.9,57.3
2744,"HALLOCK, MN US",1995-07,4.30,0.0,,77.7,
2745,"HALLOCK, MN US",1995-08,3.85,0.0,,80.3,
2746,"HALLOCK, MN US",1995-10,1.74,0.0,,50.5,
2747,"HALLOCK, MN US",1995-11,2.23,,,22.6,
2748,"HALLOCK, MN US",1995-12,1.10,,6.3,13.8,-1.3
2749,"HALLOCK, MN US",1996-01,1.03,,,1.5,
2750,"HALLOCK, MN US",1996-02,0.81,0.0,,13.6,
2751,"HALLOCK, MN US",1996-03,0.93,,,20.9,
2752,"HALLOCK, MN US",1996-04,0.87,0.0,30.4,39.1,21.7
2753,"HALLOCK, MN US",1996-05,3.55,0.0,51.1,62.1,40.1
2754,"HALLOCK, MN US",1996-06,2.66,0.0,65.0,77.3,52.7
2755,"HALLOCK, MN US",1996-07,2.07,0.0,66.5,77.2,55.8
2756,"HALLOCK, MN US",2007-07,,0.0,,,
2757,"HALLOCK, MN US",2007-10,3.36,0.0,44.1,54.2,34.1
2758,"HALLOCK, MN US",2008-02,0.39,8.0,1.0,11.5,-9.5
2759,"HALLOCK, MN US",2008-04,0.68,0.5,39.2,49.9,28.6
2760,"HALLOCK, MN US",2008-07,2.92,0.0,66.4,77.2,55.6
2761,"HALLOCK, MN US",2008-08,3.58,0.0,66.9,78.3,55.6
2762,"HALLOCK, MN US",2008-10,2.12,0.0,43.8,53.3,34.4
2763,"HALLOCK, MN US",2008-11,2.49,0.5,26.9,33.5,20.2
2764,"HALLOCK, MN US",2009-05,3.26,0.0,49.8,61.6,38.1
2765,"HALLOCK, MN US",2009-06,4.60,0.0,61.8,72.4,51.2
2766,"HALLOCK, MN US",2009-11,0.40,0.6,35.1,44.5,25.7
2767,"HALLOCK, MN US",2010-02,0.36,5.0,7.9,16.0,-0.2
2768,"HALLOCK, MN US",2010-04,1.16,0.0,48.2,60.3,36.0
2769,"HALLOCK, MN US",2010-05,8.12,0.0,55.9,65.9,45.9
2770,"HALLOCK, MN US",2010-06,3.79,0.0,63.3,72.0,54.6
2771,"HALLOCK, MN US",2010-07,4.04,0.0,70.1,81.2,59.1
2772,"HALLOCK, MN US",2010-08,1.73,0.0,68.9,79.9,57.9
2773,"HALLOCK, MN US",2010-09,4.70,0.0,52.8,61.9,43.6
2774,"HALLOCK, MN US",2010-10,1.88,0.0,48.3,59.5,37.1
2775,"HALLOCK, MN US",2010-11,0.51,10.0,26.6,34.2,19.0
2776,"HALLOCK, MN US",2011-01,,,-0.3,7.4,-8.1
2777,"HALLOCK, MN US",2011-05,,,52.8,62.6,43.0
2778,"HALLOCK, MN US",2011-06,,0.0,63.4,72.8,54.0
2779,"HALLOCK, MN US",2011-08,,0.0,68.0,79.3,56.8
2780,"HALLOCK, MN US",2011-09,,0.0,57.3,68.7,45.9
2781,"HALLOCK, MN US",2012-04,,0.0,44.6,56.1,33.0
2782,"HALLOCK, MN US",2012-05,,0.0,56.7,68.5,44.9
2783,"HALLOCK, MN US",2012-06,,0.0,66.2,78.7,53.7
2784,"HALLOCK, MN US",2012-07,2.84,,73.4,84.9,61.8
2785,"HALLOCK, MN US",2012-08,1.84,0.0,66.5,79.9,53.2
2786,"HALLOCK, MN US",2012-09,0.05,,55.8,68.9,42.7
2787,"HALLOCK, MN US",2012-10,1.53,,40.3,47.2,33.3
2788,"HALLOCK, MN US",2012-11,0.85,,24.8,31.6,17.9
2789,"HALLOCK, MN US",2012-12,0.50,,8.8,15.7,2.0
2790,"HALLOCK, MN US",2013-01,0.40,,5.1,14.2,-4.1
2791,"HALLOCK, MN US",2013-02,0.53,8.5,8.7,17.1,0.3
2792,"HALLOCK, MN US",2013-03,0.54,14.0,14.9,23.8,5.9
2793,"HALLOCK, MN US",2013-05,4.13,,53.4,64.5,42.3
2794,"HALLOCK, MN US",2013-07,3.74,0.0,68.1,78.7,57.5
2795,"HALLOCK, MN US",2013-08,1.80,,67.5,78.8,56.2
2796,"HALLOCK, MN US",2013-09,1.54,,59.9,70.6,49.2
2797,"HALLOCK, MN US",2013-10,1.09,,40.9,49.8,32.1
2798,"HALLOCK, MN US",2013-11,0.36,,23.4,32.2,14.6
2799,"HALLOCK, MN US",2014-01,,,-1.0,9.7,-11.7
2800,"HALLOCK, MN US",2014-02,0.43,,-2.0,7.6,-11.7
2801,"HALLOCK, MN US",2014-03,0.26,,12.6,22.3,2.9
2802,"HALLOCK, MN US",2014-04,1.94,14.0,33.5,42.0,25.1
2803,"HALLOCK, MN US",2014-05,3.07,,52.9,63.7,42.1
2804,"HALLOCK, MN US",2014-06,5.82,,64.2,74.3,54.1
2805,"HALLOCK, MN US",2014-07,4.84,0.0,65.9,77.0,54.9
2806,"HALLOCK, MN US",2014-08,1.03,,,,
2807,"HALLOCK, MN US",2014-09,2.77,,58.9,70.4,47.5
2808,"HALLOCK, MN US",2014-10,0.95,,45.9,55.4,36.3
2809,"HALLOCK, MN US",2014-11,0.10,,19.7,26.8,12.6
2810,"HALLOCK, MN US",2015-02,0.29,,2.7,12.1,-6.8
2811,"HALLOCK, MN US",2015-03,0.52,,30.7,40.8,20.6
2812,"HALLOCK, MN US",2015-04,0.70,,44.7,57.6,31.7
2813,"HALLOCK, MN US",2015-05,4.66,,54.6,67.5,41.8
2814,"HALLOCK, MN US",2015-06,3.16,,66.1,77.6,54.5
2815,"HALLOCK, MN US",2015-07,3.38,,71.5,82.5,60.5
2816,"HALLOCK, MN US",2015-08,2.56,,68.5,80.6,56.5
2817,"HALLOCK, MN US",2015-09,3.44,,62.9,75.2,50.5
2818,"HALLOCK, MN US",2015-10,0.82,,47.7,57.4,38.0
2819,"HALLOCK, MN US",2015-11,1.80,,32.8,39.8,25.9
2820,"HALLOCK, MN US",2015-12,0.74,,20.3,26.4,14.1
2821,"HALLOCK, MN US",2016-01,0.22,,9.3,16.4,2.2
2822,"HALLOCK, MN US",2016-02,0.22,,17.6,25.6,9.7
2823,"HALLOCK, MN US",2016-03,1.08,,33.4,42.2,24.7
2824,"HALLOCK, MN US",2016-04,1.52,,40.6,50.3,30.8
2825,"HALLOCK, MN US",2016-05,2.39,,60.3,73.1,47.4
2826,"HALLOCK, MN US",2016-06,4.62,,66.2,77.0,55.3
2827,"HALLOCK, MN US",2016-07,5.25,,69.8,79.9,59.7
2828,"HALLOCK, MN US",2016-09,4.21,,58.4,69.7,46.9
2829,"HALLOCK, MN US",2016-10,1.27,,45.3,54.1,36.4
2830,"HALLOCK, MN US",2016-11,,,,,
2831,"HALLOCK, MN US",2016-12,1.55,,10.8,17.5,4.0
2832,"HALLOCK, MN US",2017-01,0.71,,10.8,17.4,4.2
2833,"HALLOCK, MN US",2017-02,0.46,,16.2,24.3,8.2
2834,"HALLOCK, MN US",2017-03,0.00,,25.2,33.2,17.1
2835,"HALLOCK, MN US",2017-04,0.69,,43.2,53.7,32.7
2836,"HALLOCK, MN US",2017-05,0.84,,55.4,67.6,43.2
2837,"HALLOCK, MN US",2017-06,2.34,,66.1,78.1,54.1
2838,"HALLOCK, MN US",2017-07,,,67.7,82.4,53.0
2839,"HALLOCK, MN US",2017-08,,,65.2,79.4,51.0
2840,"HALLOCK, MN US",2017-10,0.29,,47.2,57.5,36.9
2841,"HALLOCK, MN US",2017-11,0.51,,22.8,30.4,15.1
2842,"HALLOCK, MN US",2017-12,0.32,,10.4,17.7,3.1
2843,"HALLOCK, MN US",2018-01,0.33,,8.8,17.2,0.4
2844,"HALLOCK, MN US",2018-02,0.24,,4.2,13.5,-5.1
2845,"HALLOCK, MN US",2018-03,0.97,,24.5,32.2,16.8
2846,"HALLOCK, MN US",2018-04,0.17,,37.0,48.1,25.9
2847,"HALLOCK, MN US",2018-05,3.02,,62.1,76.3,47.9
2848,"HALLOCK, MN US",2018-06,3.39,,69.5,81.1,57.8
2849,"HALLOCK, MN US",2018-07,1.78,0.0,71.1,83.5,58.6
2850,"HALLOCK, MN US",2018-08,1.50,,69.2,81.9,56.5
2851,"HALLOCK, MN US",2018-09,1.95,,56.3,66.5,46.1
2852,"HALLOCK, MN US",2018-10,2.31,,,,
2853,"HALLOCK, MN US",2018-11,,,18.3,24.7,11.9
2854,"HALLOCK, MN US",2018-12,0.61,,14.3,21.6,7.0
2855,"HALLOCK, MN US",2019-01,0.33,,,,
2856,"HALLOCK, MN US",2019-02,,,-1.9,5.9,-9.7
2857,"HALLOCK, MN US",2019-03,0.55,,17.9,26.5,9.2
2858,"HALLOCK, MN US",2019-04,0.26,,40.7,49.4,32.1
2859,"HALLOCK, MN US",2019-05,1.29,,52.0,63.6,40.4
2860,"HALLOCK, MN US",2019-06,2.32,0.0,65.2,77.0,53.4
2861,"HALLOCK, MN US",2019-07,5.34,,70.1,81.1,59.1
2862,"HALLOCK, MN US",2019-08,1.55,,66.5,77.3,55.7
2863,"HALLOCK, MN US",2019-09,5.57,,58.6,66.6,50.6
2864,"HALLOCK, MN US",2019-10,3.75,,39.8,45.3,34.3
2865,"HALLOCK, MN US",2019-11,0.73,,24.5,30.2,18.9
2866,"HALLOCK, MN US",2019-12,0.34,,11.9,19.0,4.8
2867,"HALLOCK, MN US",2020-01,0.27,,11.2,18.2,4.2
2868,"HALLOCK, MN US",2020-02,0.09,,8.4,18.4,-1.5
2869,"HALLOCK, MN US",2020-03,0.23,,,,
2870,"HALLOCK, MN US",2020-04,0.45,,36.7,45.4,28.1
2871,"HALLOCK, MN US",2020-05,1.32,,,,
2872,"HALLOCK, MN US",2020-06,7.58,,,,
0,"ALEXANDRIA CHANDLER FIELD, MN US",1950-01,1.24,18.6,-2.5,7.7,-12.7
1,"ALEXANDRIA CHANDLER FIELD, MN US",1950-02,0.13,1.1,10.2,21.5,-1.1
2,"ALEXANDRIA CHANDLER FIELD, MN US",1950-03,1.83,12.4,20,28.4,11.6
3,"ALEXANDRIA CHANDLER FIELD, MN US",1950-04,2.22,14.6,31.3,38.5,24.1
4,"ALEXANDRIA CHANDLER FIELD, MN US",1950-05,4.6,0.6,51.3,61.5,41.1
5,"ALEXANDRIA CHANDLER FIELD, MN US",1950-06,2.7,0,65.4,77.5,53.3
6,"ALEXANDRIA CHANDLER FIELD, MN US",1950-07,3.04,0,67.3,77.8,56.7
7,"ALEXANDRIA CHANDLER FIELD, MN US",1950-08,0.94,0,64.8,76.7,52.9
8,"ALEXANDRIA CHANDLER FIELD, MN US",1950-09,3.88,0,59.8,71.3,48.4
9,"ALEXANDRIA CHANDLER FIELD, MN US",1950-10,1.59,0,47.9,58.3,37.5
10,"ALEXANDRIA CHANDLER FIELD, MN US",1950-11,0.78,5.2,22.5,31.5,13.6
11,"ALEXANDRIA CHANDLER FIELD, MN US",1950-12,0.77,9.5,7.2,16.5,-2.1
12,"ALEXANDRIA CHANDLER FIELD, MN US",1951-01,0.56,10.2,1.7,11.8,-8.5
13,"ALEXANDRIA CHANDLER FIELD, MN US",1951-02,0.69,6.8,14,22.8,5.3
14,"ALEXANDRIA CHANDLER FIELD, MN US",1951-03,2.75,36.4,15.2,24.7,5.7
15,"ALEXANDRIA CHANDLER FIELD, MN US",1951-04,2.3,3.7,37.9,46.3,29.5
16,"ALEXANDRIA CHANDLER FIELD, MN US",1951-05,2.89,0,58,68.7,47.4
17,"ALEXANDRIA CHANDLER FIELD, MN US",1951-06,6.22,0,60.1,70.1,50
18,"ALEXANDRIA CHANDLER FIELD, MN US",1951-07,2.8,0,68.5,79.4,57.7
19,"ALEXANDRIA CHANDLER FIELD, MN US",1951-08,2.88,0,64.6,73.8,55.4
20,"ALEXANDRIA CHANDLER FIELD, MN US",1951-09,1.36,0,53.1,62.9,43.4
21,"ALEXANDRIA CHANDLER FIELD, MN US",1951-10,2.9,7.1,43.8,53,34.6
22,"ALEXANDRIA CHANDLER FIELD, MN US",1951-11,1.67,7.6,20.8,29,12.5
23,"ALEXANDRIA CHANDLER FIELD, MN US",1951-12,2.02,11.9,8.7,17.2,0.2
24,"ALEXANDRIA CHANDLER FIELD, MN US",1952-01,1.28,15,4.1,16,-7.8
25,"ALEXANDRIA CHANDLER FIELD, MN US",1952-02,1.21,16.6,16,25.7,6.3
26,"ALEXANDRIA CHANDLER FIELD, MN US",1952-03,1.41,11.7,19.3,28.2,10.4
27,"ALEXANDRIA CHANDLER FIELD, MN US",1952-04,0.53,0.1,45.1,56,34.2
28,"ALEXANDRIA CHANDLER FIELD, MN US",1952-05,1.89,0,56.2,68,44.5
29,"ALEXANDRIA CHANDLER FIELD, MN US",1952-06,4.11,0,66.3,77,55.5
30,"ALEXANDRIA CHANDLER FIELD, MN US",1952-07,3.88,0,69.5,80.6,58.5
31,"ALEXANDRIA CHANDLER FIELD, MN US",1952-08,4.74,0,66.6,77.4,55.7
32,"ALEXANDRIA CHANDLER FIELD, MN US",1952-09,0.49,0,60.5,72.8,48.3
33,"ALEXANDRIA CHANDLER FIELD, MN US",1952-10,0.06,0,41.4,53.9,28.9
34,"ALEXANDRIA CHANDLER FIELD, MN US",1952-11,0.76,4.5,31,41.6,20.6
35,"ALEXANDRIA CHANDLER FIELD, MN US",1952-12,0.29,4.3,19.2,26.7,11.6
36,"ALEXANDRIA CHANDLER FIELD, MN US",1953-01,0.41,7,10.3,19.8,0.8
37,"ALEXANDRIA CHANDLER FIELD, MN US",1953-02,0.8,9.4,13.4,22.9,3.9
38,"ALEXANDRIA CHANDLER FIELD, MN US",1953-03,0.94,4.3,26.3,34.9,17.7
39,"ALEXANDRIA CHANDLER FIELD, MN US",1953-04,3.43,6.4,37.2,46.4,28.1
40,"ALEXANDRIA CHANDLER FIELD, MN US",1953-05,1.98,0,54.2,65.4,43
41,"ALEXANDRIA CHANDLER FIELD, MN US",1953-06,5.35,0,64.9,74.8,54.9
42,"ALEXANDRIA CHANDLER FIELD, MN US",1953-07,1.01,0,69,80.5,57.5
43,"ALEXANDRIA CHANDLER FIELD, MN US",1953-08,5.78,0,70.1,80.4,59.8
44,"ALEXANDRIA CHANDLER FIELD, MN US",1953-09,0.55,0,58.1,70.4,45.7
45,"ALEXANDRIA CHANDLER FIELD, MN US",1953-10,0.71,0,52.8,65.7,40
46,"ALEXANDRIA CHANDLER FIELD, MN US",1953-11,0.91,0,34.8,43.6,26.1
47,"ALEXANDRIA CHANDLER FIELD, MN US",1953-12,1.1,12,13.9,24.9,3
48,"ALEXANDRIA CHANDLER FIELD, MN US",1954-01,0.84,10,-0.1,11.2,-11.3
49,"ALEXANDRIA CHANDLER FIELD, MN US",1954-02,1.12,6.6,23.2,32.9,13.5
50,"ALEXANDRIA CHANDLER FIELD, MN US",1954-03,1.48,10.2,21.7,30.4,13
51,"ALEXANDRIA CHANDLER FIELD, MN US",1954-04,3.38,1.8,40.4,50.8,30
52,"ALEXANDRIA CHANDLER FIELD, MN US",1954-05,2.84,3,49.5,60.1,38.8
53,"ALEXANDRIA CHANDLER FIELD, MN US",1954-06,2.94,0,64.7,75.4,54.1
54,"ALEXANDRIA CHANDLER FIELD, MN US",1954-07,4.23,0,70.1,80.1,60.1
55,"ALEXANDRIA CHANDLER FIELD, MN US",1954-08,5.88,0,66.8,77.5,56.2
56,"ALEXANDRIA CHANDLER FIELD, MN US",1954-09,3.78,0,55.7,65,46.5
57,"ALEXANDRIA CHANDLER FIELD, MN US",1954-10,1.03,0,43.9,52.4,35.5
58,"ALEXANDRIA CHANDLER FIELD, MN US",1954-11,0.14,2.1,34.3,43.2,25.4
59,"ALEXANDRIA CHANDLER FIELD, MN US",1954-12,0.04,0.9,20.2,27.6,12.9
60,"ALEXANDRIA CHANDLER FIELD, MN US",1955-01,0.39,5.3,9,19.1,-1
61,"ALEXANDRIA CHANDLER FIELD, MN US",1955-02,0.69,14.4,6.7,18,-4.6
62,"ALEXANDRIA CHANDLER FIELD, MN US",1955-03,0.42,3.4,18.6,30.4,6.8
63,"ALEXANDRIA CHANDLER FIELD, MN US",1955-04,1.8,0,50.1,63.2,36.9
64,"ALEXANDRIA CHANDLER FIELD, MN US",1955-05,1.46,0,60,72.5,47.4
65,"ALEXANDRIA CHANDLER FIELD, MN US",1955-06,2.09,0,64.4,75.1,53.7
66,"ALEXANDRIA CHANDLER FIELD, MN US",1955-07,3.29,0,74,84.8,63.1
67,"ALEXANDRIA CHANDLER FIELD, MN US",1955-08,3.47,0,71.4,82.1,60.6
68,"ALEXANDRIA CHANDLER FIELD, MN US",1955-09,1.39,0,57.5,70.1,45
69,"ALEXANDRIA CHANDLER FIELD, MN US",1955-10,0.46,0,47.7,59.2,36.2
70,"ALEXANDRIA CHANDLER FIELD, MN US",1955-11,0.64,5.4,20.1,28.7,11.4
71,"ALEXANDRIA CHANDLER FIELD, MN US",1955-12,1.38,14.8,6.7,16.1,-2.7
72,"ALEXANDRIA CHANDLER FIELD, MN US",1956-01,1.17,10.6,6.8,16.5,-2.9
73,"ALEXANDRIA CHANDLER FIELD, MN US",1956-02,0.34,5.7,7,19.3,-5.3
74,"ALEXANDRIA CHANDLER FIELD, MN US",1956-03,0.94,9,19.3,29.7,8.9
75,"ALEXANDRIA CHANDLER FIELD, MN US",1956-04,2.75,5.8,36.2,46.4,25.9
76,"ALEXANDRIA CHANDLER FIELD, MN US",1956-05,3.03,0,53.2,64,42.4
77,"ALEXANDRIA CHANDLER FIELD, MN US",1956-06,3.46,0,68.8,80.4,57.1
78,"ALEXANDRIA CHANDLER FIELD, MN US",1956-07,3.22,0,66.3,76.2,56.4
79,"ALEXANDRIA CHANDLER FIELD, MN US",1956-08,5.81,0,67.1,77.9,56.4
80,"ALEXANDRIA CHANDLER FIELD, MN US",1956-09,0.62,0,55.5,68.8,42.2
81,"ALEXANDRIA CHANDLER FIELD, MN US",1956-10,1.34,0,51.4,64.4,38.3
82,"ALEXANDRIA CHANDLER FIELD, MN US",1956-11,3.04,4.5,29.5,37.9,21.1
83,"ALEXANDRIA CHANDLER FIELD, MN US",1956-12,0.57,7,17.6,28.1,7.1
84,"ALEXANDRIA CHANDLER FIELD, MN US",1957-01,0.17,2.2,2.3,12.9,-8.2
85,"ALEXANDRIA CHANDLER FIELD, MN US",1957-02,0.56,5.6,12.9,24.5,1.3
86,"ALEXANDRIA CHANDLER FIELD, MN US",1957-03,1.59,12.2,24.8,34.6,15
87,"ALEXANDRIA CHANDLER FIELD, MN US",1957-04,1.73,4.3,41.1,52.1,30
88,"ALEXANDRIA CHANDLER FIELD, MN US",1957-05,4.28,0,53.2,64.1,42.4
89,"ALEXANDRIA CHANDLER FIELD, MN US",1957-06,7.49,0,62.5,72.7,52.2
90,"ALEXANDRIA CHANDLER FIELD, MN US",1957-07,4.56,0,73.5,83.3,63.8
91,"ALEXANDRIA CHANDLER FIELD, MN US",1957-08,8.23,0,66.8,76,57.5
92,"ALEXANDRIA CHANDLER FIELD, MN US",1957-09,3.17,0,55.8,65.8,45.7
93,"ALEXANDRIA CHANDLER FIELD, MN US",1957-10,1.5,0,45.2,53.5,36.9
94,"ALEXANDRIA CHANDLER FIELD, MN US",1957-11,0.94,1.2,29,36,22.1
95,"ALEXANDRIA CHANDLER FIELD, MN US",1957-12,0.59,4.8,20.1,29.3,10.8
96,"ALEXANDRIA CHANDLER FIELD, MN US",1958-01,0.62,6.4,16.7,24.9,8.5
97,"ALEXANDRIA CHANDLER FIELD, MN US",1958-02,0.24,1.8,9.9,20.6,-0.9
98,"ALEXANDRIA CHANDLER FIELD, MN US",1958-03,0.29,2.7,28.5,37.1,19.9
99,"ALEXANDRIA CHANDLER FIELD, MN US",1958-04,2.73,2.5,43.6,54.8,32.4
100,"ALEXANDRIA CHANDLER FIELD, MN US",1958-05,1.59,0,56.6,69.1,44
101,"ALEXANDRIA CHANDLER FIELD, MN US",1958-06,2.64,0,58.3,68.9,47.7
102,"ALEXANDRIA CHANDLER FIELD, MN US",1958-07,2.01,0,65.9,76.4,55.5
103,"ALEXANDRIA CHANDLER FIELD, MN US",1958-08,3.58,0,67.6,79.1,56.2
104,"ALEXANDRIA CHANDLER FIELD, MN US",1958-09,2.09,0,58.6,70,47.1
105,"ALEXANDRIA CHANDLER FIELD, MN US",1958-10,0.66,0,48.2,59.7,36.6
106,"ALEXANDRIA CHANDLER FIELD, MN US",1958-11,2.8,1.5,30.1,39.5,20.8
107,"ALEXANDRIA CHANDLER FIELD, MN US",1958-12,0.17,1.7,10.4,19.4,1.3
108,"ALEXANDRIA CHANDLER FIELD, MN US",1959-01,0.1,1.3,4.9,13.8,-4.1
109,"ALEXANDRIA CHANDLER FIELD, MN US",1959-02,0.31,5,10.2,21.9,-1.5
110,"ALEXANDRIA CHANDLER FIELD, MN US",1959-03,0.17,1.5,30.4,41.4,19.5
111,"ALEXANDRIA CHANDLER FIELD, MN US",1959-04,0.65,0,41.6,53.9,29.3
112,"ALEXANDRIA CHANDLER FIELD, MN US",1959-05,7.24,0,55.4,66.4,44.4
113,"ALEXANDRIA CHANDLER FIELD, MN US",1959-06,2.57,0,66.5,76.9,56.2
114,"ALEXANDRIA CHANDLER FIELD, MN US",1959-07,1.98,0,70.6,83.5,57.7
115,"ALEXANDRIA CHANDLER FIELD, MN US",1959-08,3.05,0,71.3,82.5,60.1
116,"ALEXANDRIA CHANDLER FIELD, MN US",1959-09,2.21,0,58.4,69.4,47.4
117,"ALEXANDRIA CHANDLER FIELD, MN US",1959-10,1.54,5,40,48.6,31.5
118,"ALEXANDRIA CHANDLER FIELD, MN US",1959-11,0.41,3.5,20.8,29,12.6
119,"ALEXANDRIA CHANDLER FIELD, MN US",1959-12,0.89,2.3,24.6,33,16.2
120,"ALEXANDRIA CHANDLER FIELD, MN US",1960-01,0.42,6.7,9.6,18.9,0.2
121,"ALEXANDRIA CHANDLER FIELD, MN US",1960-02,0.09,0.9,12,21.9,2
122,"ALEXANDRIA CHANDLER FIELD, MN US",1960-03,0.59,5.7,15,25.4,4.5
123,"ALEXANDRIA CHANDLER FIELD, MN US",1960-04,2.5,5.1,40,49.1,30.9
124,"ALEXANDRIA CHANDLER FIELD, MN US",1960-05,2.08,0,55.2,66.6,43.8
